investigation_type,event_date,location,country,injury_severity,aircraft_damage,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,primary_key,year,month
Accident,1990-03-22,"CAPUTA, SD",United States,Fatal,Destroyed,Cessna,182N,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,IMC,Descent,Probable Cause,DEN90FA076_N92292,1990,03
Accident,1990-03-24,"WASILLA, AK",United States,Fatal,Substantial,Bellanca,7ACA,No,1.0,Reciprocating,Unknown,One or More,Zero,One or More,Zero,VMC,Approach,Probable Cause,ANC90FA042_N68596,1990,03
Accident,1990-03-25,"REPUBLIC, WA",United States,Fatal,Destroyed,Cessna,170,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,SEA90FA057_N4130V,1990,03
Accident,1990-03-29,"NOTREES, TX",United States,Fatal,Destroyed,Cessna,337G,No,2.0,Reciprocating,Ferry,One or More,Zero,Zero,Zero,IMC,Cruise,Probable Cause,FTW90GA088_N1886M,1990,03
Accident,1990-03-29,"EAST ELLIJAY, GA",United States,Fatal,Destroyed,Piper,PA-28-140,No,1.0,Reciprocating,Business,One or More,Zero,Zero,Zero,IMC,Cruise,Probable Cause,ATL90FA093_N55864,1990,03
Accident,1990-03-30,"LA VERNE, CA",United States,Fatal,Destroyed,Cessna,P210N,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Go-around,Probable Cause,LAX90FA128_N732CG,1990,03
Accident,1990-03-30,"OBERLIN, OH",United States,Fatal,Destroyed,Cessna,152,No,1.0,Reciprocating,Instructional,One or More,One or More,Zero,Zero,VMC,Descent,Probable Cause,CHI90FA105_N4671M,1990,03
Accident,1990-03-31,"GLAMIS, CA",United States,Fatal,Destroyed,Freeman h easton,FALCON XP,Yes,1.0,Reciprocating,Personal,One or More,Zero,One or More,Zero,VMC,Takeoff,Probable Cause,LAX90DUM01_N542AA,1990,03
Accident,1990-03-31,"SODDY-DAISY, TN",United States,Fatal,Substantial,Hiller,UH-12D,No,1.0,Reciprocating,Personal,One or More,One or More,One or More,Zero,VMC,Takeoff,Probable Cause,ATL90FA089_N94496,1990,03
Accident,1990-04-01,"LLOYD, NY",United States,Fatal,Destroyed,Cessna,150F,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,IMC,Cruise,Probable Cause,NYC90FA083_N7034F,1990,04
Accident,1990-04-01,"BOULDER, CO",United States,Fatal,Destroyed,Cessna,421-C,No,2.0,Reciprocating,Unknown,One or More,One or More,Zero,Zero,VMC,Cruise,Probable Cause,DEN90FA085_N2655V,1990,04
Accident,1990-04-02,"ENUMCLAW, WA",United States,Fatal,Destroyed,North american,NAVION H,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,IMC,Maneuvering,Probable Cause,SEA90FA071_N285RM,1990,04
Accident,1990-04-02,"BETHANY, OK",United States,Fatal,Destroyed,Mooney,M20F,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Approach,Probable Cause,FTW90DPJ04_N3514X,1990,04
Accident,1990-04-03,"ELOY, AZ",United States,Fatal,Destroyed,Gardner,PITTS S-1,Yes,1.0,Reciprocating,Instructional,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,LAX90FA135_N104KF,1990,04
Accident,1990-04-04,"ESPARTO, CA",United States,Fatal,Destroyed,Grumman,G-164B,No,1.0,Reciprocating,Aerial Application,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,LAX90DVG04_N8011K,1990,04
Accident,1990-04-05,"ROMEO, MI",United States,Fatal,Destroyed,Beech,M35,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,IMC,Approach,Probable Cause,CHI90FA108_N9829R,1990,04
Accident,1990-04-06,"HORSEHEADS, NY",United States,Fatal,Destroyed,Robbins,BREEZY CG-1,Yes,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Taxi,Probable Cause,NYC90DFJ02_N68CG,1990,04
Accident,1990-04-07,"OKEECHOBEE, FL",United States,Fatal,Destroyed,Farrington,AIR COMMAND 532,Yes,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,MIA90FA102_N532RC,1990,04
Accident,1990-04-07,"KNEELAND, CA",United States,Fatal,Destroyed,Beech,A36,No,1.0,Reciprocating,Business,One or More,One or More,Zero,Zero,VMC,Approach,Probable Cause,LAX90FA138_N3674B,1990,04
Accident,1990-04-07,"BAYTOWN, TX",United States,Fatal,Destroyed,Luscombe,8-A,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,FTW90FA091_N1410K,1990,04
Accident,1990-04-07,"EL PASO, TX",United States,Fatal,Substantial,Air command,532,Yes,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,FTW90DQA01_NONE,1990,04
Accident,1990-04-08,"SANTA PAULA, CA",United States,Fatal,Destroyed,Cessna,172E,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,IMC,Cruise,Probable Cause,LAX90FA281_N39155,1990,04
Accident,1990-04-09,"INOLA, OK",United States,Fatal,Destroyed,Mooney,M-20J,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,IMC,Cruise,Probable Cause,FTW90FA093_N526L,1990,04
Accident,1990-04-09,"HEREFORD, TX",United States,Fatal,Destroyed,Ercoupe (eng & research corp.),415CD,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,FTW90FA092_N3504H,1990,04
Accident,1990-04-09,"ELBERT, CO",United States,Fatal,Destroyed,Cessna,210E,No,1.0,Reciprocating,Business,One or More,Zero,Zero,Zero,IMC,Cruise,Probable Cause,DEN90FA089_N4912U,1990,04
Accident,1990-04-09,"GADSDEN, AL",United States,Fatal,Destroyed,Cessna,172,No,1.0,Reciprocating,Unknown,One or More,Unknown,Unknown,One or More,VMC,Cruise,Probable Cause,ATL90FA095B_N99501,1990,04
Accident,1990-04-09,"GADSDEN, AL",United States,Fatal,Substantial,Embraer,EMB-120,No,2.0,Turbo Prop,Unknown,One or More,Unknown,Unknown,One or More,VMC,Cruise,Probable Cause,ATL90FA095A_N217AS,1990,04
Accident,1990-04-10,"LE COMPTE, LA",United States,Fatal,Destroyed,Beech,B35-C33A,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Cruise,Probable Cause,FTW90FA094_N7968M,1990,04
Accident,1990-04-11,"NORTH BEND, OR",United States,Fatal,Destroyed,Cessna,182M,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,IMC,Go-around,Probable Cause,SEA90FA064_N71779,1990,04
Accident,1990-04-13,"CARSON CITY, NV",United States,Fatal,Destroyed,Mooney,M20K,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,SEA90FA066_N231NB,1990,04
Accident,1990-04-13,"BOIS D'ARC, MO",United States,Fatal,Destroyed,Piper,PA-31-350,No,2.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,MKC90FA082_N6KG,1990,04
Accident,1990-04-13,"WICHITA, KS",United States,Fatal,Destroyed,Daniels,BD-4,Yes,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,MKC90DCQ01_N31481,1990,04
Accident,1990-04-14,"WENDOVER, UT",United States,Fatal,Destroyed,Piper,PA-24-250,No,1.0,Reciprocating,Personal,One or More,One or More,Zero,Zero,VMC,Takeoff,Probable Cause,DEN90FA092_N6401P,1990,04
Accident,1990-04-15,"MOSCOW, ID",United States,Fatal,Destroyed,Truckee meadows,TIERRA II,Yes,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Climb,Probable Cause,SEA90LA068_N52744,1990,04
Accident,1990-04-16,"EGEGIK, AK",United States,Fatal,Substantial,Taylorcraft,BC12-D,No,1.0,Reciprocating,Personal,One or More,One or More,Zero,Zero,VMC,Maneuvering,Probable Cause,ANC90FA061_N95982,1990,04
Accident,1990-04-16,"N. MYRTLE BEACH, SC",United States,Fatal,Substantial,Cessna,150H,No,1.0,Reciprocating,Unknown,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,ATL90LA098_N22953,1990,04
Accident,1990-04-17,"MANSFIELD, AR",United States,Fatal,Destroyed,Piper,PA32RT-300,No,1.0,Reciprocating,Business,One or More,Zero,Zero,Zero,IMC,Cruise,Probable Cause,MKC90FA091_N2208N,1990,04
Accident,1990-04-18,"MARCO ISLAND, FL",United States,Fatal,Destroyed,Piper,PA-38-112,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Unknown,Probable Cause,MIA90FA106_N91309,1990,04
Accident,1990-04-19,"NORTH CAPTIVA, FL",United States,Fatal,Destroyed,Cessna,177B,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,MIA90FA107_N30962,1990,04
Accident,1990-04-19,"BLYTHE, CA",United States,Fatal,Destroyed,Grumman,G-164,No,1.0,Reciprocating,Aerial Application,One or More,One or More,Zero,Zero,VMC,Maneuvering,Probable Cause,LAX90DUG05B_N10222,1990,04
Accident,1990-04-19,"BLYTHE, CA",United States,Fatal,Destroyed,Grumman,G-164B,No,1.0,Reciprocating,Aerial Application,One or More,One or More,Zero,Zero,VMC,Maneuvering,Probable Cause,LAX90DUG05A_N6708K,1990,04
Accident,1990-04-20,"DALLAS, TX",United States,Fatal,Destroyed,Beech,58,No,2.0,Reciprocating,Unknown,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,FTW90FA097_N770X,1990,04
Accident,1990-04-20,"CHARLEVOIX, MI",United States,Fatal,Destroyed,Piper,PA-30B,No,2.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Unknown,Probable Cause,CHI90FAMS2_N8333Y,1990,04
Accident,1990-04-20,"MONCKS CORNER, SC",United States,Fatal,Destroyed,Bell,205A-1,No,1.0,Turbo Shaft,Other Work Use,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,ATL90FA100_N67HJ,1990,04
Accident,1990-04-22,"ONA, WV",United States,Fatal,Destroyed,Piper,PA-28-140,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,BFO90FA036_N5886U,1990,04
Accident,1990-04-23,"SCRANTON, ND",United States,Fatal,Destroyed,Piper,PA-22-160,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,DEN90FA099_N2911Z,1990,04
Accident,1990-04-24,"WEST BEND, WI",United States,Fatal,Destroyed,Bellanca,8KCAB,No,1.0,Reciprocating,Instructional,One or More,Zero,Zero,Zero,VMC,Other,Probable Cause,CHI90FA117_N2976R,1990,04
Accident,1990-04-25,"CEDAR CITY, UT",United States,Fatal,Destroyed,Piper,PA31-325,No,2.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Approach,Probable Cause,DEN90FA100_N18PP,1990,04
Accident,1990-04-27,"LEADVILLE, CO",United States,Fatal,Destroyed,Piper,PA-32C-300,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,IMC,Cruise,Probable Cause,DEN90FA103_N8912N,1990,04
Accident,1990-04-28,"SOUTHFIELD, MI",United States,Fatal,Destroyed,Sikorsky,S-58F,No,1.0,Reciprocating,Other Work Use,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,CHI90FA118_N871,1990,04
Accident,1990-04-29,"FREDERICKSBURG, PA",United States,Fatal,Destroyed,Grumman,AA-5B,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,IMC,Cruise,Probable Cause,NYC90FA099_N74312,1990,04
Accident,1990-04-29,"NEW HAVEN, MI",United States,Fatal,Destroyed,Moore,ACRODUSTER II SA750,Yes,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,CHI90DEC01_N103GM,1990,04
Accident,1990-04-29,"JONESBORO, GA",United States,Fatal,Substantial,Cessna,172M,No,1.0,Reciprocating,Personal,One or More,One or More,One or More,Zero,VMC,Go-around,Probable Cause,ATL90FA105_N20302,1990,04
Accident,1990-04-30,"PINE BLUFF, AR",United States,Fatal,Destroyed,Beech,J-35,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,MKC90FA101_N7242B,1990,04
Accident,1990-05-04,"JACKSONVILLE, TX",United States,Fatal,Destroyed,Piper,PA-38-112,No,1.0,Reciprocating,Instructional,One or More,One or More,Zero,Zero,VMC,Takeoff,Probable Cause,FTW90FA106_N2468G,1990,05
Accident,1990-05-04,"ROSWELL, NM",United States,Fatal,Destroyed,Canadair,CT-133,No,1.0,Turbo Jet,Unknown,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,DEN90FA104_N233RK,1990,05
Accident,1990-05-04,"WILMINGTON, NC",United States,Fatal,Destroyed,Government aircraft fact (gaf),N24A,No,2.0,Turbo Prop,Unknown,One or More,Zero,Zero,Zero,IMC,Approach,Probable Cause,ATL90FA108_N418NE,1990,05
Accident,1990-05-05,"STOCKBRIDGE, GA",United States,Fatal,Destroyed,Cessna,150L,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,ATL90FA109_N10790,1990,05
Accident,1990-05-05,"SANTA TERESA, NM",United States,Fatal,Substantial,Michael c. quigley,VELOCITY,Yes,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Approach,Probable Cause,DEN90DQA01_N469Q,1990,05
Accident,1990-05-06,"ULYSSES, KS",United States,Fatal,Destroyed,Bell,UH-1B,No,1.0,Turbo Shaft,Aerial Application,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,MKC90DCQ02_N8142W,1990,05
Accident,1990-05-06,"NEW RICHMOND, WI",United States,Fatal,Destroyed,Cessna,172N,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Go-around,Probable Cause,CHI90FA123_N76089,1990,05
Accident,1990-05-07,"ROGERSON, ID",United States,Fatal,Substantial,Piper,PA-18-125,No,1.0,Reciprocating,Personal,One or More,Zero,One or More,Zero,VMC,Maneuvering,Probable Cause,SEA90LA076_N1011A,1990,05
Accident,1990-05-08,"WOONSOCKET, SD",United States,Fatal,Minor,Piper,PA-36-375,No,1.0,Reciprocating,Aerial Application,One or More,Zero,Zero,One or More,VMC,Maneuvering,Probable Cause,DEN90DTK01B_N6177A,1990,05
Accident,1990-05-08,"WOONSOCKET, SD",United States,Fatal,Destroyed,Piper,PA-36-375,No,1.0,Reciprocating,Aerial Application,One or More,Zero,Zero,One or More,VMC,Maneuvering,Probable Cause,DEN90DTK01A_N3634E,1990,05
Accident,1990-05-08,"LIBERTY, NC",United States,Fatal,Substantial,Cessna,P206,No,4.0,Reciprocating,Personal,One or More,One or More,Zero,Zero,VMC,Cruise,Probable Cause,ATL90FA111_N220P,1990,05
Accident,1990-05-10,"SHADY GROVE COR, VA",United States,Fatal,Destroyed,Cessna,210N,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,UNK,Cruise,Probable Cause,BFO90FA045_N6481N,1990,05
Accident,1990-05-12,"DAVIS PARK, NY",United States,Fatal,Destroyed,Bellanca,17-31A,No,1.0,Reciprocating,Public Aircraft,One or More,Zero,Zero,Zero,VMC,Unknown,Probable Cause,NYC90GA105_N7SF,1990,05
Accident,1990-05-12,"EAST MORICHES, NY",United States,Fatal,Destroyed,Toussaint/quad city,CHALLENGER II,Yes,1.0,Reciprocating,Unknown,One or More,Zero,Zero,Zero,VMC,Approach,Probable Cause,NYC90DHJ01_NONE,1990,05
Accident,1990-05-12,"CARMEL VALLEY, CA",United States,Fatal,Destroyed,Bell,206B,No,1.0,Turbo Shaft,Personal,One or More,Zero,One or More,Zero,VMC,Takeoff,Probable Cause,LAX90FA170_N75SH,1990,05
Accident,1990-05-13,"SHIRLEYSBURG, PA",United States,Fatal,Destroyed,Cessna,150H,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Approach,Probable Cause,NYC90FA106_N7142S,1990,05
Accident,1990-05-15,"NUMIDIA, PA",United States,Fatal,Destroyed,Cessna,182D,No,1.0,Reciprocating,Positioning,One or More,Zero,Zero,Zero,IMC,Cruise,Probable Cause,NYC90FA107_N8757X,1990,05
Accident,1990-05-17,"GOLETA, CA",United States,Fatal,Destroyed,Cessna,150H,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Approach,Probable Cause,LAX90LA182_N7156S,1990,05
Accident,1990-05-17,"SAN DIEGO, CA",United States,Fatal,Destroyed,Cessna,152,No,1.0,Reciprocating,Instructional,One or More,Zero,Zero,Zero,VMC,Approach,Probable Cause,LAX90FA179_N783G,1990,05
Accident,1990-05-17,"SAN DIEGO, CA",United States,Fatal,Destroyed,Cunningham,PRESCOTT PUSHER,Yes,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,LAX90DUM02_N58PP,1990,05
Accident,1990-05-18,"SALINAS, CA",United States,Fatal,Destroyed,Cessna,172N,No,1.0,Reciprocating,Unknown,One or More,Zero,Zero,Zero,VMC,Descent,Probable Cause,LAX90FA180_N9993G,1990,05
Accident,1990-05-19,"CAPON BRIDGE, WV",United States,Fatal,Destroyed,Douglas,DC-3,No,2.0,Reciprocating,Aerial Application,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,BFO90FA046_N1FN,1990,05
Accident,1990-05-20,"COEUR D'ALENE, ID",United States,Fatal,Minor,Swearingen,SA226-T(B),No,2.0,Turbo Prop,Personal,One or More,Zero,Zero,One or More,VMC,Taxi,Probable Cause,SEA90FA080_N161RS,1990,05
Accident,1990-05-20,"STRAWBERRY, CA",United States,Fatal,Destroyed,Luscombe,8A,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,IMC,Cruise,Probable Cause,LAX90FA181_N71653,1990,05
Accident,1990-05-20,"WILLOUGHBY HILL, OH",United States,Fatal,Destroyed,Rockwell,114,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,IMC,Approach,Probable Cause,CHI90FA131_N4859W,1990,05
Accident,1990-05-20,"EAST LANSING, MI",United States,Fatal,Destroyed,Piper,PA-28-181,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,IMC,Approach,Probable Cause,CHI90FA130_N24PT,1990,05
Accident,1990-05-21,"KELSO, WA",United States,Fatal,Unknown,Hughes,369D,No,1.0,Turbo Shaft,Other Work Use,One or More,Zero,Zero,One or More,VMC,Takeoff,Probable Cause,SEA90LA081_N8306F,1990,05
Accident,1990-05-21,"FRANKFORT, KY",United States,Fatal,Destroyed,Piper,PA-32R-300,No,1.0,Reciprocating,Executive/corporate,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,ATL90FA115_N5661F,1990,05
Accident,1990-05-22,"HIGHLAND, NC",United States,Fatal,Destroyed,Cessna,182RG,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Cruise,Probable Cause,ATL90FA118_N55AG,1990,05
Accident,1990-05-23,"GRIFFIN, GA",United States,Fatal,Destroyed,Robinson,R22 BETA,No,1.0,Reciprocating,Personal,One or More,One or More,Zero,Zero,VMC,Cruise,Probable Cause,ATL90FA117_N8064K,1990,05
Accident,1990-05-23,"HUNLOCK CREEK, PA",United States,Fatal,Substantial,Grumman,G-164A,No,1.0,Reciprocating,Aerial Application,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,NYC90DHA01_N913X,1990,05
Accident,1990-05-25,"WASILLA, AK",United States,Fatal,Substantial,Piper,PA-18-150,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,ANC90FA075_N9288D,1990,05
Accident,1990-05-26,"TUSKEGEE, AL",United States,Fatal,Destroyed,Hispano aviacion,HA-200,No,2.0,Turbo Jet,Unknown,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,ATL90FA120_N633HA,1990,05
Accident,1990-05-26,"CANTON, GA",United States,Fatal,Destroyed,Cessna,177,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Climb,Probable Cause,ATL90FA119_N2979X,1990,05
Accident,1990-05-27,"ATLANTA, ID",United States,Fatal,Destroyed,Rockwell,COMMANDER 114,No,1.0,Reciprocating,Personal,One or More,One or More,Zero,Zero,VMC,Takeoff,Probable Cause,SEA90FA086_N4907W,1990,05
Accident,1990-05-27,"NAYLOR, MO",United States,Fatal,Destroyed,Piper,PA-46-310P,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Climb,Probable Cause,MKC90MA115_N22EK,1990,05
Accident,1990-05-29,"ROME, PA",United States,Fatal,Destroyed,Piper,PA-28-181,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,IMC,Cruise,Probable Cause,NYC90FA117_N8376N,1990,05
Accident,1990-05-29,"ANAWALT, WV",United States,Fatal,Destroyed,Rockwell,114,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Cruise,Probable Cause,BFO90FA050_N5803N,1990,05
Accident,1990-05-29,"BEMIDJI, MN",United States,Fatal,Substantial,Rollins-bowers,FLY BABY 1A,Yes,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,MKC90LA116_N3204,1990,05
Accident,1990-05-30,"BRANTLEY, AL",United States,Fatal,Destroyed,Hughes,TH-55,No,1.0,Reciprocating,Public Aircraft,One or More,Zero,Zero,Zero,VMC,Unknown,Factual,ATL90TL#02_N7054C,1990,05
Accident,1990-05-31,"LONGMONT, CO",United States,Fatal,Destroyed,Cessna,152,No,1.0,Reciprocating,Instructional,One or More,Zero,One or More,Zero,VMC,Approach,Probable Cause,DEN90FA119_N89834,1990,05
Accident,1990-06-01,"ALICIA, AR",United States,Fatal,Destroyed,Aero commander,S-2R,No,1.0,Reciprocating,Aerial Application,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,MKC90DPG02_N8940Q,1990,06
Accident,1990-06-02,"TACOMA, WA",United States,Fatal,Destroyed,Cessna,172K,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Approach,Probable Cause,SEA90FA091_N79931,1990,06
Accident,1990-06-02,"BARTLESVILLE, OK",United States,Fatal,Destroyed,Stits,SA-3A PLAYBOY,Yes,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,FTW90DPJ06_N434K,1990,06
Accident,1990-06-02,"WADSWORTH, OH",United States,Fatal,Destroyed,Piper,PA28-140,No,1.0,Reciprocating,Instructional,One or More,Zero,Zero,Zero,VMC,Approach,Probable Cause,CHI90FA145_N8760N,1990,06
Accident,1990-06-02,"GAITHERSBURG, MD",United States,Fatal,Destroyed,Beech,36,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Landing,Probable Cause,BFO90FA053_N2003A,1990,06
Accident,1990-06-02,"DILLON, CO",United States,Fatal,Substantial,Cessna,170A,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Climb,Probable Cause,DEN90FA120_N3944V,1990,06
Accident,1990-06-03,"GAYLORD, MI",United States,Fatal,Destroyed,Beech,A36,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,IMC,Maneuvering,Probable Cause,CHI90FA146_N3671B,1990,06
Accident,1990-06-04,"ONEGO, WV",United States,Fatal,Destroyed,Cessna,172RG,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,IMC,Cruise,Probable Cause,BFO90FA054_N5117U,1990,06
Accident,1990-06-04,"TRUCKEE, CA",United States,Fatal,Substantial,Schweizer,SGS 1-26B,No,1.0,Unknown,Instructional,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,LAX90LA208_N2423W,1990,06
Accident,1990-06-07,"SUSANVILLE, CA",United States,Fatal,Destroyed,Piper,PA-28-161,No,1.0,Reciprocating,Business,One or More,Zero,Zero,Zero,VMC,Climb,Probable Cause,SEA90FA098_N47472,1990,06
Accident,1990-06-07,"PHOENIX, AZ",United States,Fatal,Destroyed,Bellanca,8KCAB,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Unknown,Probable Cause,LAX90LA158_N50353,1990,06
Accident,1990-06-08,"PASO ROBLES, CA",United States,Fatal,Destroyed,Beech,35-33,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Unknown,Probable Cause,LAX90FA211_N996T,1990,06
Accident,1990-06-08,"MUSKOGEE, OK",United States,Fatal,Destroyed,De havilland,VENOM 112 MK4,No,1.0,Turbo Jet,Personal,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,FTW90DPJ08_N902DM,1990,06
Accident,1990-06-09,"ONALASKA, WA",United States,Fatal,Destroyed,Lake,LA-4,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,IMC,Cruise,Probable Cause,SEA90FA171_N68DG,1990,06
Accident,1990-06-09,"VACAVILLE, CA",United States,Fatal,Destroyed,Rolladen-schneider,LS-3A,No,1.0,Unknown,Personal,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,LAX90LA212_N116TD,1990,06
Accident,1990-06-09,"BETHEL, AK",United States,Fatal,Substantial,Piper,PA-32,No,1.0,Reciprocating,Unknown,One or More,Zero,Zero,Zero,IMC,Takeoff,Probable Cause,ANC90FA086_N4257T,1990,06
Accident,1990-06-10,"LA GRANDE, OR",United States,Fatal,Destroyed,Grace,LONG EZ,Yes,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,SEA90LA095_N9175Y,1990,06
Accident,1990-06-10,"LUMBERTON, NJ",United States,Fatal,Destroyed,Mason,HUMMEL BIRD,Yes,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,NYC90FHD01_N51L,1990,06
Accident,1990-06-10,"HAVASU LANDING, CA",United States,Fatal,Destroyed,Piper,PA-32-300,No,1.0,Reciprocating,Personal,One or More,One or More,Zero,Zero,VMC,Climb,Probable Cause,LAX90FA213_N3AH,1990,06
Accident,1990-06-10,"MINERAL WELLS, TX",United States,Fatal,Destroyed,Gyroflug,SC01B160,No,1.0,Reciprocating,Other Work Use,One or More,Zero,Zero,Zero,VMC,Approach,Probable Cause,FTW90DPA05_N3412L,1990,06
Accident,1990-06-10,"ANDREWS, NC",United States,Fatal,Destroyed,Mooney,M20J,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Climb,Probable Cause,ATL90FA128_N201SE,1990,06
Accident,1990-06-11,"POCATELLO, ID",United States,Fatal,Destroyed,Champion,7KCAB,No,1.0,Reciprocating,Instructional,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,SEA90FA100_N1877G,1990,06
Accident,1990-06-11,"THERMAL, CA",United States,Fatal,Destroyed,Aerotek,PITTS S2A,No,1.0,Reciprocating,Unknown,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,LAX90FA219_N29MC,1990,06
Accident,1990-06-11,"FAIRBANKS, AK",United States,Fatal,Destroyed,Taylorcraft,BC-12D,No,1.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,ANC90FA088_N43949,1990,06
