investigation_type,event_date,location,country,injury_severity,aircraft_damage,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,primary_key,year,month
Accident,1992-03-05,"NEW CASTLE, CO",United States,Fatal,Destroyed,Mitsubishi,MU-2B-60,No,2.0,Turbo Prop,Personal,One or More,Zero,Zero,Zero,VMC,Approach,Probable Cause,DEN92FA040_N303CA,1992,03
Accident,1992-03-12,"ALCOA, TN",United States,Fatal,Destroyed,British aerospace,BAE-3101,No,2.0,Turbo Prop,Instructional,One or More,Zero,Zero,Zero,VMC,Landing,Probable Cause,ATL92FA060_N165PC,1992,03
Accident,1992-03-22,"FLUSHING, NY",United States,Fatal,Destroyed,Fokker,28-4000,No,2.0,Turbo Fan,Unknown,One or More,One or More,One or More,One or More,IMC,Takeoff,Probable Cause,DCA92MA025_N485US,1992,03
Accident,1992-03-29,"TAOS, NM",United States,Fatal,Destroyed,Rockwell,690A,No,2.0,Turbo Prop,Personal,One or More,One or More,Zero,Zero,IMC,Takeoff,Probable Cause,FTW92FA099_N111FL,1992,03
Accident,1992-04-08,"DAYTON, OH",United States,Fatal,Minor,Mcdonnell douglas,DC-9-32,No,2.0,Turbo Jet,Unknown,One or More,Zero,Zero,One or More,VMC,Standing,Probable Cause,NYC92LA076_N926L,1992,04
Accident,1992-04-22,"PERRIS, CA",United States,Fatal,Destroyed,De havilland,DHC-6-200,No,2.0,Turbo Prop,Skydiving,One or More,One or More,Unknown,Unknown,VMC,Takeoff,Probable Cause,LAX92MA183_N141PV,1992,04
Accident,1992-04-25,"ELBERT, CO",United States,Fatal,Destroyed,Schweizer,SGS 1-34,No,0.0,Unknown,Personal,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,DEN92FA048_N7642,1992,04
Accident,1992-05-02,"BENTON, TN",United States,Fatal,Substantial,Schreder,RS-15,Yes,0.0,Unknown,Personal,One or More,Zero,Zero,Zero,VMC,Approach,Probable Cause,ATL92LA093_N17TM,1992,05
Accident,1992-05-03,"WENATCHEE, WA",United States,Fatal,Destroyed,Pilatus,B-4 PC 11A,No,0.0,Unknown,Personal,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,SEA92LA089_N279AS,1992,05
Incident,1992-05-04,"DENVER, CO",United States,Non-fatal,Unknown,Boeing,757-222,No,2.0,Turbo Fan,Unknown,One or More,Zero,Zero,One or More,VMC,Standing,Probable Cause,DEN92IA050_N530UA,1992,05
Accident,1992-05-18,"EDWARDS AFB, CA",United States,Fatal,Substantial,Mitsubishi,MU2B-36,No,0.0,Unknown,Public Aircraft,One or More,One or More,Zero,Zero,VMC,Unknown,Factual,LAX92TL#06_N742FN,1992,05
Accident,1992-06-12,"SHEBOYGAN FALLS, WI",United States,Fatal,Destroyed,Gates learjet,25B,No,2.0,Turbo Jet,Personal,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,CHI92FA170_N38DJ,1992,06
Accident,1992-06-19,"COLUMBIA, CA",United States,Fatal,Destroyed,Grumman,TS2F,No,0.0,Unknown,Public Aircraft,One or More,Zero,Zero,Zero,VMC,Unknown,Factual,LAX92TL#10_N427DE,1992,06
Accident,1992-06-20,"MIDDLETOWN, CT",United States,Fatal,Destroyed,Mbb,BK-117,No,2.0,Turbo Shaft,Positioning,One or More,One or More,Zero,Zero,IMC,Approach,Probable Cause,NYC92FA123_N117HH,1992,06
Accident,1992-06-24,"ALAMAGORDO, NM",United States,Fatal,Destroyed,Mitsubishi,MU-2B-30,No,2.0,Turbo Prop,Personal,One or More,Zero,Zero,Zero,VMC,Climb,Probable Cause,DEN92FA064_N108SC,1992,06
Accident,1992-06-25,"KONAWA, OK",United States,Fatal,Destroyed,Rockwell,690B,No,2.0,Turbo Prop,Ferry,One or More,Zero,Zero,Zero,VMC,Climb,Probable Cause,FTW92FA169_N690JC,1992,06
Accident,1992-07-04,"DOVER, FL",United States,Fatal,Minor,Raven,S-60A,No,0.0,Unknown,Personal,One or More,Zero,Zero,One or More,VMC,Landing,Probable Cause,MIA92LA145_N4037Q,1992,07
Accident,1992-07-09,"CONCORD, NH",United States,Fatal,Destroyed,Mitsubishi,MU-2B-40,No,2.0,Turbo Prop,Personal,One or More,Zero,Zero,Zero,UNK,Climb,Probable Cause,BFO92FA094_N220MA,1992,07
Accident,1992-07-13,"BETHEL, AK",United States,Fatal,Destroyed,Short brothers,SC7,No,2.0,Turbo Prop,Unknown,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,ANC92FA106_N20086,1992,07
Accident,1992-07-23,"MANVILLE, WY",United States,Fatal,Destroyed,Aero commander,560-F,No,2.0,Reciprocating,Business,One or More,Zero,Zero,Zero,VMC,Cruise,Probable Cause,DEN92FA076_N560CM,1992,07
Accident,1992-07-30,"JAMAICA, NY",United States,Fatal,Destroyed,Lockheed,L-1011-385-1,No,3.0,Turbo Fan,Unknown,Unknown,One or More,One or More,One or More,VMC,Takeoff,Probable Cause,DCA92MA044_N11002,1992,07
Accident,1992-08-08,"MESQUITE, TX",United States,Fatal,Destroyed,Cameron,V-77,No,0.0,Unknown,Personal,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,FTW92FA205_N9544G,1992,08
Accident,1992-08-12,"BISHOP, CA",United States,Fatal,Destroyed,Schempp-hirth,CIRRUS,No,0.0,Unknown,Personal,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,LAX92LA346_N7988,1992,08
Accident,1992-08-23,"CHICAGO, IL",United States,Fatal,Unknown,Boeing,747-300,No,4.0,Turbo Fan,Unknown,One or More,One or More,Zero,One or More,VMC,Standing,Probable Cause,CHI92LA250_HL746,1992,08
Accident,1992-08-25,"HOT SPRINGS, AR",United States,Fatal,Destroyed,Fairchild,SA 227-AC,No,2.0,Turbo Prop,Unknown,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,FTW92FA218_N342AE,1992,08
Accident,1992-09-11,"GREENWOOD, IN",United States,Fatal,Destroyed,Mitsubishi,MU-2B-60,No,2.0,Turbo Prop,Executive/corporate,One or More,One or More,Zero,Zero,VMC,Climb,Probable Cause,DCA92MA049A_N74FB,1992,09
Accident,1992-09-18,"AVENAL, CA",United States,Fatal,Destroyed,Sparks-schreder,HP-140V,Yes,0.0,Unknown,Personal,One or More,Zero,Zero,Zero,VMC,Cruise,Probable Cause,LAX92LA393_N704B,1992,09
Accident,1992-09-26,"MIDDLETOWN, CA",United States,Fatal,Destroyed,Schleicher,ASW-20,No,0.0,Unknown,Personal,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,LAX92LA400_N789E,1992,09
Accident,1992-10-01,"KYBURZ, CA",United States,Fatal,Destroyed,Douglas,DC-7B,No,0.0,Unknown,Public Aircraft,One or More,Zero,Zero,Zero,VMC,Unknown,Factual,LAX93T#A01_N848D,1992,10
Accident,1992-10-06,"HEADLAND, AL",United States,Fatal,Substantial,Aero commander,680,No,2.0,Reciprocating,Business,One or More,One or More,Zero,Zero,VMC,Taxi,Probable Cause,ATL93FA004_N4490,1992,10
Accident,1992-12-08,"FLUSHING, NY",United States,Fatal,Unknown,Boeing,737-300LR,No,2.0,Turbo Fan,Unknown,One or More,Zero,Zero,One or More,VMC,Taxi,Probable Cause,NYC93LA040_N516AU,1992,12
Accident,1992-12-22,"GOLDEN, CO",United States,Fatal,Destroyed,Rockwell,690C,No,2.0,Turbo Prop,Unknown,One or More,Zero,Zero,Zero,VMC,Descent,Probable Cause,DEN93FA017_N81TR,1992,12
Accident,1992-12-25,"LESTER, WA",United States,Fatal,Destroyed,Aero commander,680FL,No,2.0,Reciprocating,Unknown,One or More,Zero,Zero,Zero,UNK,Climb,Probable Cause,SEA93FA046_N111MN,1992,12
Accident,1992-12-31,"HERLONG, CA",United States,Fatal,Destroyed,Rockwell,690B,No,2.0,Turbo Prop,Unknown,One or More,Zero,Zero,Zero,VMC,Descent,Probable Cause,LAX93FA086_N300CP,1992,12
Accident,1993-02-03,"MARIETTA, GA",United States,Fatal,Destroyed,Lockheed,L382E-44K-20,No,4.0,Turbo Prop,Unknown,One or More,Zero,Zero,Zero,VMC,Other,Probable Cause,ATL93MA055_N130X,1993,02
Accident,1993-03-03,"PANAMA CITY, FL",United States,Fatal,Destroyed,"Smith, ted aerostar",AEROSTAR 600,No,2.0,Reciprocating,Unknown,One or More,Zero,Zero,Zero,IMC,Approach,Probable Cause,DEN93FA031_N90399,1993,03
Accident,1993-03-30,"TOPANGA, CA",United States,Fatal,Unknown,Bell,412,No,0.0,Unknown,Public Aircraft,One or More,Zero,Zero,One or More,VMC,Unknown,Factual,LAX93T#A02_N412LA,1993,03
Accident,1993-04-01,"BLOUNTVILLE, TN",United States,Fatal,Destroyed,Fairchild,SA227-TT,No,2.0,Turbo Prop,Executive/corporate,One or More,Zero,Zero,Zero,VMC,Cruise,Probable Cause,ATL93MA068_N500AK,1993,04
Accident,1993-04-04,"CHICAGO, IL",United States,Fatal,Minor,Aerospatiale,ATR-42-300,No,2.0,Turbo Prop,Unknown,One or More,Zero,Zero,One or More,VMC,Standing,Probable Cause,CHI93FA129_N422MQ,1993,04
Accident,1993-04-06,"CASPER, WY",United States,Fatal,Destroyed,Mitsubishi,MU-2B-35,No,2.0,Turbo Prop,Unknown,One or More,Zero,Zero,Zero,IMC,Approach,Probable Cause,SEA93FA088_N96JP,1993,04
Accident,1993-04-06,"SHEMYA, AK",United States,Fatal,Minor,Mcdonnell douglas,MD-11,No,3.0,Turbo Fan,Unknown,One or More,One or More,One or More,One or More,VMC,Cruise,Probable Cause,DCA93MA037_B2171,1993,04
Accident,1993-04-19,"ZWINGLE, IA",United States,Fatal,Destroyed,Mitsubishi,MU-2B-60,No,2.0,Turbo Prop,Public Aircraft,One or More,Zero,Zero,Zero,IMC,Cruise,Probable Cause,DCA93GA042_N86SD,1993,04
Accident,1993-05-25,"SANTA FE, NM",United States,Fatal,Destroyed,Fairchild,SA-226T,No,2.0,Turbo Prop,Instructional,One or More,Zero,Zero,Zero,VMC,Approach,Probable Cause,FTW93FA165_N241DT,1993,05
Accident,1993-07-14,"HORTENSE, GA",United States,Fatal,Destroyed,Sikorsky,UH-60A,No,2.0,Turbo Shaft,Public Aircraft,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,MIA93GA154_USA,1993,07
Accident,1993-07-26,"BYERS, KS",United States,Fatal,Destroyed,Canadair,CL-600-2B19,No,2.0,Turbo Fan,Flight Test,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,CHI93MA276_CFCRJ,1993,07
Accident,1993-07-30,"NORFOLK, NE",United States,Fatal,Destroyed,Rockwell,690-A,No,2.0,Turbo Prop,Business,One or More,Zero,Zero,Zero,VMC,Approach,Probable Cause,CHI93FA302A_N707BP,1993,07
Accident,1993-08-08,"WOODY CREEK, CO",United States,Fatal,Substantial,Cameron,N-145,No,0.0,Unknown,Unknown,One or More,Zero,Zero,Zero,VMC,Cruise,Probable Cause,DEN93FA100_N4141D,1993,08
Accident,1993-08-17,"HARTFORD, CT",United States,Fatal,Destroyed,Swearingen,SA-226-TC,No,2.0,Turbo Prop,Positioning,One or More,Zero,Zero,Zero,IMC,Landing,Probable Cause,NYC93FA159_N220KC,1993,08
Accident,1993-09-05,"PECOS, NM",United States,Fatal,Destroyed,Gates learjet,25D,No,2.0,Turbo Jet,Personal,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,FTW93FA255_N999BH,1993,09
Accident,1993-09-10,"OGDEN, UT",United States,Fatal,Destroyed,Aerospatiale,SA-365-N2,No,2.0,Turbo Shaft,Executive/corporate,One or More,One or More,One or More,Zero,VMC,Maneuvering,Probable Cause,SEA93LA196_N818R,1993,09
Accident,1993-09-14,"LEMMON VALLEY, NV",United States,Fatal,Destroyed,Scaled composites,158-8,Yes,2.0,Reciprocating,Unknown,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,LAX93FA352_N221BP,1993,09
Accident,1993-09-27,"LANSING, MI",United States,Fatal,Destroyed,Aero commander,690A,No,2.0,Turbo Prop,Positioning,One or More,Zero,Zero,Zero,IMC,Climb,Probable Cause,CHI93FA378_N242TC,1993,09
Accident,1993-11-05,"NEWARK, NJ",United States,Fatal,Unknown,Fairchild,SA 227-AC,No,2.0,Turbo Prop,Unknown,One or More,Zero,Zero,One or More,VMC,Standing,Probable Cause,BFO94LA002_N550TD,1993,11
Accident,1993-12-01,"HIBBING, MN",United States,Fatal,Destroyed,Jetstream,BA-3100,No,2.0,Turbo Prop,Unknown,One or More,Zero,Zero,Zero,IMC,Approach,Probable Cause,DCA94MA022_N334PX,1993,12
Accident,1993-12-15,"SANTA ANA, CA",United States,Fatal,Destroyed,Israel aircraft industries,1124A,No,2.0,Turbo Fan,Unknown,One or More,Zero,Zero,Zero,VMC,Approach,Probable Cause,LAX94FA073_N309CK,1993,12
Accident,1993-12-15,"GOODLAND, KS",United States,Fatal,Destroyed,Mitsubishi,MU-300,No,2.0,Turbo Fan,Executive/corporate,One or More,Zero,Zero,Zero,IMC,Approach,Probable Cause,CHI94FA050_N710MB,1993,12
Accident,1993-12-16,"WHITE MILLS, PA",United States,Fatal,Destroyed,Aero commander,500A,No,2.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,NYC94FA040_N9379R,1993,12
Accident,1994-01-07,"COLUMBUS, OH",United States,Fatal,Destroyed,Jetstream,4101,No,2.0,Turbo Prop,Unknown,One or More,Zero,One or More,One or More,IMC,Approach,Probable Cause,DCA94MA027_N304UE,1994,01
Accident,1994-01-28,"SAN JOSE, CA",United States,Fatal,Destroyed,Sikorsky,S-58,No,2.0,Turbo Shaft,Other Work Use,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,LAX94FA106_N4995G,1994,01
Accident,1994-02-21,"WALNUT CREEK, CA",United States,Fatal,Destroyed,Sikorsky,S-58T,No,2.0,Turbo Shaft,Unknown,One or More,Zero,Zero,Zero,VMC,Cruise,Probable Cause,LAX94FA130_N581BG,1994,02
Accident,1994-03-18,"SPOKANE, WA",United States,Fatal,Destroyed,Douglas,DC-3C,No,2.0,Reciprocating,Unknown,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,SEA94FA085_N3433Y,1994,03
Accident,1994-03-18,"WINCHESTER, VA",United States,Fatal,Destroyed,Swearingen,SA-26AT,No,2.0,Turbo Prop,Positioning,One or More,Zero,Zero,Zero,VMC,Approach,Probable Cause,NYC94FA064_N20PT,1994,03
Accident,1994-03-18,"KEY WEST, FL",United States,Fatal,Destroyed,Grumman,G-73T,No,2.0,Turbo Prop,Positioning,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,MIA94FA097_N150FB,1994,03
Accident,1994-04-22,"BLUEFIELD, VA",United States,Fatal,Destroyed,Bell,412/SP,No,2.0,Turbo Shaft,Positioning,One or More,Zero,Zero,Zero,IMC,Approach,Probable Cause,BFO94FA071_N70AM,1994,04
Accident,1994-05-19,"LIVERMORE, CA",United States,Fatal,Destroyed,Aero commander,500A,No,2.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Standing,Probable Cause,SEA94FA121_N601MK,1994,05
Accident,1994-06-15,"LONG BEACH, CA",United States,Fatal,Destroyed,Fouga,CM 170,No,2.0,Turbo Jet,Ferry,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,LAX94FA256_N344FM,1994,06
Accident,1994-06-18,"CHANTILLY, VA",United States,Fatal,Destroyed,Learjet,25D,No,2.0,Turbo Jet,Unknown,One or More,Zero,Zero,Zero,IMC,Approach,Probable Cause,DCA94MA061_XABBA,1994,06
Accident,1994-07-02,"CHARLOTTE, NC",United States,Fatal,Destroyed,Douglas,DC-9-31,No,2.0,Turbo Jet,Unknown,One or More,One or More,One or More,Zero,IMC,Go-around,Probable Cause,DCA94MA065_N954VJ,1994,07
Accident,1994-07-11,"KIPTOPEKA, VA",United States,Fatal,Substantial,Sikorsky,MH-53E,No,3.0,Turbo Shaft,Unknown,One or More,Zero,Zero,One or More,VMC,Maneuvering,Probable Cause,NYC94FA119B_N62505,1994,07
Accident,1994-08-02,"ST. IGNACE, MI",United States,Fatal,Minor,Grumman,HU-16,No,2.0,Reciprocating,Personal,One or More,Zero,One or More,One or More,VMC,Taxi,Probable Cause,CHI94FA262_N7025N,1994,08
Accident,1994-08-13,"PEARBLOSSOM, CA",United States,Fatal,Destroyed,Lockheed,C-130A,No,4.0,Turbo Prop,Public Aircraft,One or More,Zero,Zero,Zero,VMC,Cruise,Probable Cause,LAX94FA323_N135FF,1994,08
Accident,1994-09-08,"ALIQUIPPA, PA",United States,Fatal,Destroyed,Boeing,B-737-300,No,2.0,Turbo Fan,Unknown,One or More,Zero,Zero,Zero,VMC,Approach,Probable Cause,DCA94MA076_N513AU,1994,09
Accident,1994-09-27,"MESA, AZ",United States,Fatal,Substantial,Mcdonnell douglas,AH-64D,No,2.0,Turbo Shaft,Unknown,One or More,One or More,Zero,One or More,VMC,Approach,Probable Cause,LAX94FA383B_R0324,1994,09
Accident,1994-10-05,"ESSEX, CA",United States,Fatal,Destroyed,Aero commander,560,No,2.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,UNK,Cruise,Probable Cause,LAX95FA003_N251VW,1994,10
Accident,1994-10-08,"SPRINGFIELD, MO",United States,Fatal,Destroyed,Aero commander,690B,No,2.0,Turbo Prop,Personal,One or More,Zero,Zero,Zero,IMC,Climb,Probable Cause,CHI95FA007_N27MT,1994,10
Accident,1994-10-15,"JONESVILLE, VA",United States,Fatal,Destroyed,Aerospatiale,AS-355,No,2.0,Turbo Shaft,Aerial Application,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,NYC95LA009_N5787A,1994,10
Accident,1994-10-27,"PINEDALE, WY",United States,Fatal,Substantial,United consultant corp.,UC-1,No,2.0,Reciprocating,Instructional,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,SEA95FA012_N9501U,1994,10
Accident,1994-10-31,"ROSELAWN, IN",United States,Fatal,Destroyed,Atr,ATR-72-212,No,2.0,Turbo Prop,Unknown,One or More,Zero,Zero,Zero,IMC,Maneuvering,Probable Cause,DCA95MA001_N401AM,1994,10
Accident,1994-11-04,"PERRY, FL",United States,Fatal,Destroyed,B??lkow,BO-105S,No,2.0,Turbo Shaft,Positioning,One or More,One or More,Zero,Zero,VMC,Maneuvering,Probable Cause,MIA95FA018_N911LF,1994,11
Accident,1994-11-08,"CAMERON, LA",United States,Fatal,Destroyed,Sikorsky,S-76A,No,2.0,Turbo Shaft,Executive/corporate,One or More,Zero,One or More,Zero,IMC,Approach,Probable Cause,CHI95FA035_N2620,1994,11
Accident,1994-11-22,"BRIDGETON, MO",United States,Fatal,Substantial,Mcdonnell douglas,DC-9-82,No,2.0,Turbo Fan,Unknown,One or More,Unknown,Unknown,One or More,VMC,Takeoff,Probable Cause,CHI95MA044A_N954U,1994,11
Accident,1994-12-01,"ANN ARBOR, MI",United States,Fatal,Destroyed,Agusta,A109A II,No,2.0,Turbo Shaft,Positioning,One or More,Zero,Zero,Zero,VMC,Cruise,Probable Cause,CHI95FA050_N1QF,1994,12
Accident,1994-12-13,"MORRISVILLE, NC",United States,Fatal,Destroyed,British aerospace,JETSTREAM 3201,No,2.0,Turbo Prop,Unknown,One or More,One or More,Zero,Zero,IMC,Approach,Probable Cause,DCA95MA006_N918AE,1994,12
Accident,1994-12-14,"FRESNO, CA",United States,Fatal,Destroyed,Learjet,35A,No,2.0,Turbo Fan,Public Aircraft,One or More,One or More,One or More,Zero,VMC,Descent,Probable Cause,DCA95MA007_N521PA,1994,12
Accident,1995-01-18,"JACKSON TWP, PA",United States,Fatal,Destroyed,Agusta,A109C,No,2.0,Turbo Shaft,Executive/corporate,One or More,Zero,Zero,Zero,IMC,Maneuvering,Probable Cause,NYC95FA050_N1WD,1995,01
Accident,1995-02-12,"GUTHRIE, OK",United States,Fatal,Destroyed,Rockwell,690A,No,2.0,Turbo Prop,Personal,One or More,Zero,Zero,Zero,VMC,Descent,Probable Cause,FTW95FA114_N69TM,1995,02
Accident,1995-02-16,"KANSAS CITY, MO",United States,Fatal,Destroyed,Douglas,DC-8-63,No,4.0,Turbo Jet,Ferry,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,DCA95MA020_N782AL,1995,02
Incident,1995-03-29,"ABILENE, TX",United States,Non-fatal,Unknown,Douglas,DC-9-32,No,2.0,Turbo Fan,Unknown,One or More,Zero,Zero,One or More,VMC,Cruise,Probable Cause,FTW95IA148_N5342L,1995,03
Incident,1995-05-19,"BROOKSVILLE, FL",United States,Non-fatal,Unknown,Boeing,727-227,No,3.0,Turbo Fan,Unknown,Zero,One or More,Zero,One or More,VMC,Cruise,Probable Cause,MIA95IA134_N76752,1995,05
Accident,1995-06-01,"NORTH BEND, OR",United States,Fatal,Destroyed,Aero commander,680,No,2.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,IMC,Climb,Probable Cause,SEA95FA111_N6877S,1995,06
Accident,1995-06-13,"WEST CHICAGO, IL",United States,Fatal,Destroyed,Grumman,G-21E,No,2.0,Turbo Prop,Unknown,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,CHI95FA182_N121H,1995,06
Accident,1995-06-21,"RAMONA, CA",United States,Fatal,Destroyed,Douglas,C-54G,No,4.0,Reciprocating,Public Aircraft,One or More,Zero,Zero,Zero,VMC,Approach,Probable Cause,LAX95GA219A_N4989P,1995,06
Accident,1995-07-19,"INDEPENDENCE, NY",United States,Fatal,Destroyed,Douglas,DC-3,No,2.0,Reciprocating,Ferry,One or More,One or More,Zero,Zero,VMC,Cruise,Probable Cause,NYC95FA167_N54NA,1995,07
Accident,1995-07-23,"BELEN, NM",United States,Fatal,Unknown,De havilland,DHC-6,No,2.0,Turbo Prop,Skydiving,One or More,Unknown,Unknown,One or More,VMC,Cruise,Probable Cause,FTW95LA309_N926MA,1995,07
Accident,1995-08-21,"CARROLLTON, GA",United States,Fatal,Destroyed,Embraer,EMB-120RT,No,2.0,Turbo Prop,Unknown,One or More,One or More,One or More,Zero,VMC,Climb,Probable Cause,DCA95MA054_N256AS,1995,08
Accident,1995-08-22,"OPA LOCKA, FL",United States,Fatal,Substantial,Aero commander,560F,No,2.0,Reciprocating,Unknown,One or More,Zero,Zero,Zero,VMC,Approach,Probable Cause,MIA95FA211_N4630W,1995,08
Accident,1995-09-01,"SKWENTNA, AK",United States,Fatal,Destroyed,Short brothers,SC-7,No,2.0,Turbo Prop,Positioning,One or More,Zero,Zero,Zero,IMC,Maneuvering,Probable Cause,ANC95LA158_N30GA,1995,09
Accident,1995-09-08,"KETCHUM, ID",United States,Fatal,Destroyed,Aero commander,560,No,2.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,SEA95FA212_N731R,1995,09
Accident,1995-09-11,"WINSLOW, WA",United States,Fatal,Destroyed,Agusta,A109A II,No,2.0,Turbo Shaft,Positioning,One or More,Zero,Zero,Zero,UNK,Cruise,Probable Cause,SEA95FA214_N1WC,1995,09
Accident,1995-09-28,"ODESSA, TX",United States,Fatal,Destroyed,Martin company,B-26C,No,2.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Maneuvering,Probable Cause,FTW95FA406_N5546N,1995,09
Accident,1995-10-26,"LEAGUE CITY, TX",United States,Fatal,Destroyed,Mbb,BO-105S,No,2.0,Turbo Shaft,Positioning,One or More,Zero,Zero,Zero,IMC,Maneuvering,Probable Cause,FTW96FA028_N105AG,1995,10
Accident,1996-01-09,"EL SEGUNDO, CA",United States,Fatal,Destroyed,Partenavia,AF68TP SPARTACUS,No,2.0,Turbo Prop,Positioning,One or More,Zero,Zero,Zero,VMC,Cruise,Probable Cause,LAX96FA091_N3116C,1996,01
Accident,1996-01-15,"MALAD CITY, ID",United States,Fatal,Destroyed,Mitsubishi,MU-2B-36,No,2.0,Turbo Prop,Executive/corporate,One or More,Zero,Zero,Zero,VMC,Cruise,Probable Cause,SEA96MA043_N693PA,1996,01
Accident,1996-02-05,"SAINT JOHNS, AZ",United States,Fatal,Destroyed,Convair,C-131E,No,2.0,Reciprocating,Ferry,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,LAX96FA106_N131T,1996,02
Accident,1996-04-27,"RAEFORD, NC",United States,Fatal,Unknown,De havilland,DHC-6,No,2.0,Turbo Prop,Skydiving,One or More,Unknown,Unknown,One or More,VMC,Standing,Probable Cause,MIA96LA135_N716NC,1996,04
Accident,1996-05-11,"MIAMI, FL",United States,Fatal,Destroyed,Douglas,DC-9-32,No,2.0,Turbo Fan,Unknown,One or More,Zero,Zero,Zero,VMC,Climb,Probable Cause,DCA96MA054_N904VJ,1996,05
Accident,1996-06-19,"BETHALTO, IL",United States,Fatal,Destroyed,Mcdonnell douglas,F/A-18C,No,2.0,Turbo Fan,Unknown,One or More,Zero,Zero,Zero,VMC,Other,Probable Cause,CHI96FA211_N16518,1996,06
Accident,1996-06-21,"SABINE PASS, TX",United States,Fatal,Destroyed,Mbb,BO-105,No,2.0,Turbo Shaft,Unknown,One or More,Zero,Zero,Zero,VMC,Cruise,Probable Cause,FTW96FA265_N2906T,1996,06
Accident,1996-07-06,"PENSACOLA, FL",United States,Fatal,Substantial,Mcdonnell douglas,MD-88,No,2.0,Turbo Jet,Unknown,One or More,One or More,One or More,One or More,VMC,Takeoff,Probable Cause,DCA96MA068_N927DA,1996,07
Accident,1996-07-13,"KETCHIKAN, AK",United States,Fatal,Destroyed,Sikorsky,CH-54A,No,2.0,Turbo Shaft,Unknown,One or More,One or More,Zero,Zero,VMC,Maneuvering,Probable Cause,ANC96FA098_N541SB,1996,07
Accident,1996-07-17,"EAST MORICHES, NY",United States,Fatal,Destroyed,Boeing,747-131,No,4.0,Turbo Fan,Unknown,One or More,Zero,Zero,Zero,VMC,Climb,Probable Cause,DCA96MA070_N93119,1996,07
Accident,1996-07-20,"RUSSIAN MISSION, AK",United States,Fatal,Destroyed,Douglas,DC-6A,No,4.0,Reciprocating,Unknown,One or More,Zero,Zero,Zero,VMC,Cruise,Probable Cause,ANC96FA102_N313RS,1996,07
Accident,1996-08-11,"DUTCH HARBOR, AK",United States,Fatal,Destroyed,Grumman,G21-G,No,2.0,Turbo Prop,Unknown,One or More,Zero,Zero,Zero,UNK,Unknown,Probable Cause,ANC96FAMS1_N660PA,1996,08
Accident,1996-09-09,"LAKELAND, FL",United States,Fatal,Destroyed,Aero commander,680E,No,2.0,Reciprocating,Personal,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,MIA96FA229_N262X,1996,09
Accident,1996-10-04,"CANBY, OR",United States,Fatal,Destroyed,Boeing vertol,BV-107 II,No,2.0,Turbo Shaft,Unknown,One or More,Zero,Zero,Zero,VMC,Cruise,Probable Cause,SEA97FA001_N196CH,1996,10
Accident,1996-10-10,"CAMERON, LA",United States,Fatal,Destroyed,Mbb,BO-105 CBS-4,No,2.0,Turbo Shaft,Positioning,One or More,Zero,Zero,Zero,VMC,Cruise,Probable Cause,FTW97FA014_N299EH,1996,10
Accident,1996-10-30,"WHEELING, IL",United States,Fatal,Destroyed,Gulfstream,G-IV,No,2.0,Turbo Jet,Executive/corporate,One or More,Zero,Zero,Zero,VMC,Takeoff,Probable Cause,CHI97MA017_N23AC,1996,10
Accident,1996-11-30,"IRVINE, CA",United States,Fatal,Destroyed,Morane-saulnier,MS760 II,No,2.0,Turbo Jet,Personal,One or More,Zero,Zero,Zero,VMC,Approach,Probable Cause,LAX97FA059_N2TE,1996,11
